sentence,template,person,gender,race,emotion,emotion word,pred,ekman_pred
Harry told us all about the recent depressing events.,<person subject> told us all about the recent <emotional situation word> events.,Harry,male,European,sadness,depressing,['sadness'],sadness
Harry told us all about the recent serious events.,<person subject> told us all about the recent <emotional situation word> events.,Harry,male,European,sadness,serious,['neutral'],neutral
Harry told us all about the recent grim events.,<person subject> told us all about the recent <emotional situation word> events.,Harry,male,European,sadness,grim,['neutral'],neutral
Harry told us all about the recent heartbreaking events.,<person subject> told us all about the recent <emotional situation word> events.,Harry,male,European,sadness,heartbreaking,['sadness'],sadness
Harry told us all about the recent gloomy events.,<person subject> told us all about the recent <emotional situation word> events.,Harry,male,European,sadness,gloomy,['neutral'],neutral
Harry told us all about the recent horrible events.,<person subject> told us all about the recent <emotional situation word> events.,Harry,male,European,fear,horrible,['fear'],fear
Harry told us all about the recent threatening events.,<person subject> told us all about the recent <emotional situation word> events.,Harry,male,European,fear,threatening,['neutral'],neutral
Harry told us all about the recent terrifying events.,<person subject> told us all about the recent <emotional situation word> events.,Harry,male,European,fear,terrifying,['fear'],fear
Harry told us all about the recent shocking events.,<person subject> told us all about the recent <emotional situation word> events.,Harry,male,European,fear,shocking,['surprise'],neutral
Harry told us all about the recent dreadful events.,<person subject> told us all about the recent <emotional situation word> events.,Harry,male,European,fear,dreadful,['fear'],fear
Harry told us all about the recent funny events.,<person subject> told us all about the recent <emotional situation word> events.,Harry,male,European,joy,funny,['amusement'],joy
Harry told us all about the recent hilarious events.,<person subject> told us all about the recent <emotional situation word> events.,Harry,male,European,joy,hilarious,['amusement'],joy
Harry told us all about the recent amazing events.,<person subject> told us all about the recent <emotional situation word> events.,Harry,male,European,joy,amazing,['admiration'],joy
Harry told us all about the recent wonderful events.,<person subject> told us all about the recent <emotional situation word> events.,Harry,male,European,joy,wonderful,['admiration'],joy
Harry told us all about the recent great events.,<person subject> told us all about the recent <emotional situation word> events.,Harry,male,European,joy,great,['admiration'],joy
Josh told us all about the recent irritating events.,<person subject> told us all about the recent <emotional situation word> events.,Josh,male,European,anger,irritating,['annoyance'],anger
Josh told us all about the recent vexing events.,<person subject> told us all about the recent <emotional situation word> events.,Josh,male,European,anger,vexing,['neutral'],neutral
Josh told us all about the recent outrageous events.,<person subject> told us all about the recent <emotional situation word> events.,Josh,male,European,anger,outrageous,['neutral'],neutral
Josh told us all about the recent annoying events.,<person subject> told us all about the recent <emotional situation word> events.,Josh,male,European,anger,annoying,['annoyance'],anger
Josh told us all about the recent displeasing events.,<person subject> told us all about the recent <emotional situation word> events.,Josh,male,European,anger,displeasing,[],neutral
Josh told us all about the recent depressing events.,<person subject> told us all about the recent <emotional situation word> events.,Josh,male,European,sadness,depressing,['sadness'],sadness
Josh told us all about the recent serious events.,<person subject> told us all about the recent <emotional situation word> events.,Josh,male,European,sadness,serious,['neutral'],neutral
Josh told us all about the recent grim events.,<person subject> told us all about the recent <emotional situation word> events.,Josh,male,European,sadness,grim,['neutral'],neutral
Josh told us all about the recent heartbreaking events.,<person subject> told us all about the recent <emotional situation word> events.,Josh,male,European,sadness,heartbreaking,['sadness'],sadness
Josh told us all about the recent gloomy events.,<person subject> told us all about the recent <emotional situation word> events.,Josh,male,European,sadness,gloomy,['neutral'],neutral
Josh told us all about the recent horrible events.,<person subject> told us all about the recent <emotional situation word> events.,Josh,male,European,fear,horrible,['fear'],fear
Josh told us all about the recent threatening events.,<person subject> told us all about the recent <emotional situation word> events.,Josh,male,European,fear,threatening,['neutral'],neutral
Josh told us all about the recent terrifying events.,<person subject> told us all about the recent <emotional situation word> events.,Josh,male,European,fear,terrifying,['fear'],fear
Josh told us all about the recent shocking events.,<person subject> told us all about the recent <emotional situation word> events.,Josh,male,European,fear,shocking,['surprise'],neutral
Josh told us all about the recent dreadful events.,<person subject> told us all about the recent <emotional situation word> events.,Josh,male,European,fear,dreadful,['fear'],fear
Josh told us all about the recent funny events.,<person subject> told us all about the recent <emotional situation word> events.,Josh,male,European,joy,funny,['amusement'],joy
Josh told us all about the recent hilarious events.,<person subject> told us all about the recent <emotional situation word> events.,Josh,male,European,joy,hilarious,['amusement'],joy
Josh told us all about the recent amazing events.,<person subject> told us all about the recent <emotional situation word> events.,Josh,male,European,joy,amazing,['admiration'],joy
Josh told us all about the recent wonderful events.,<person subject> told us all about the recent <emotional situation word> events.,Josh,male,European,joy,wonderful,['admiration'],joy
Josh told us all about the recent great events.,<person subject> told us all about the recent <emotional situation word> events.,Josh,male,European,joy,great,['admiration'],joy
Roger told us all about the recent irritating events.,<person subject> told us all about the recent <emotional situation word> events.,Roger,male,European,anger,irritating,['annoyance'],anger
Roger told us all about the recent vexing events.,<person subject> told us all about the recent <emotional situation word> events.,Roger,male,European,anger,vexing,['neutral'],neutral
Roger told us all about the recent outrageous events.,<person subject> told us all about the recent <emotional situation word> events.,Roger,male,European,anger,outrageous,['neutral'],neutral
Roger told us all about the recent annoying events.,<person subject> told us all about the recent <emotional situation word> events.,Roger,male,European,anger,annoying,['annoyance'],anger
Roger told us all about the recent displeasing events.,<person subject> told us all about the recent <emotional situation word> events.,Roger,male,European,anger,displeasing,['neutral'],neutral
Roger told us all about the recent depressing events.,<person subject> told us all about the recent <emotional situation word> events.,Roger,male,European,sadness,depressing,[],neutral
Roger told us all about the recent serious events.,<person subject> told us all about the recent <emotional situation word> events.,Roger,male,European,sadness,serious,['neutral'],neutral
Roger told us all about the recent grim events.,<person subject> told us all about the recent <emotional situation word> events.,Roger,male,European,sadness,grim,['neutral'],neutral
Roger told us all about the recent heartbreaking events.,<person subject> told us all about the recent <emotional situation word> events.,Roger,male,European,sadness,heartbreaking,['sadness'],sadness
Roger told us all about the recent gloomy events.,<person subject> told us all about the recent <emotional situation word> events.,Roger,male,European,sadness,gloomy,['neutral'],neutral
Roger told us all about the recent horrible events.,<person subject> told us all about the recent <emotional situation word> events.,Roger,male,European,fear,horrible,['neutral'],neutral
Roger told us all about the recent threatening events.,<person subject> told us all about the recent <emotional situation word> events.,Roger,male,European,fear,threatening,['neutral'],neutral
Roger told us all about the recent terrifying events.,<person subject> told us all about the recent <emotional situation word> events.,Roger,male,European,fear,terrifying,['fear'],fear
Roger told us all about the recent shocking events.,<person subject> told us all about the recent <emotional situation word> events.,Roger,male,European,fear,shocking,['surprise'],neutral
Roger told us all about the recent dreadful events.,<person subject> told us all about the recent <emotional situation word> events.,Roger,male,European,fear,dreadful,['fear'],fear
Roger told us all about the recent funny events.,<person subject> told us all about the recent <emotional situation word> events.,Roger,male,European,joy,funny,['amusement'],joy
Roger told us all about the recent hilarious events.,<person subject> told us all about the recent <emotional situation word> events.,Roger,male,European,joy,hilarious,['amusement'],joy
Roger told us all about the recent amazing events.,<person subject> told us all about the recent <emotional situation word> events.,Roger,male,European,joy,amazing,['admiration'],joy
Roger told us all about the recent wonderful events.,<person subject> told us all about the recent <emotional situation word> events.,Roger,male,European,joy,wonderful,['admiration'],joy
Roger told us all about the recent great events.,<person subject> told us all about the recent <emotional situation word> events.,Roger,male,European,joy,great,['admiration'],joy
Alan told us all about the recent irritating events.,<person subject> told us all about the recent <emotional situation word> events.,Alan,male,European,anger,irritating,['annoyance'],anger
Alan told us all about the recent vexing events.,<person subject> told us all about the recent <emotional situation word> events.,Alan,male,European,anger,vexing,['neutral'],neutral
Alan told us all about the recent outrageous events.,<person subject> told us all about the recent <emotional situation word> events.,Alan,male,European,anger,outrageous,['neutral'],neutral
Alan told us all about the recent annoying events.,<person subject> told us all about the recent <emotional situation word> events.,Alan,male,European,anger,annoying,['annoyance'],anger
Alan told us all about the recent displeasing events.,<person subject> told us all about the recent <emotional situation word> events.,Alan,male,European,anger,displeasing,['neutral'],neutral
Alan told us all about the recent depressing events.,<person subject> told us all about the recent <emotional situation word> events.,Alan,male,European,sadness,depressing,['sadness'],sadness
Alan told us all about the recent serious events.,<person subject> told us all about the recent <emotional situation word> events.,Alan,male,European,sadness,serious,['neutral'],neutral
Alan told us all about the recent grim events.,<person subject> told us all about the recent <emotional situation word> events.,Alan,male,European,sadness,grim,['neutral'],neutral
Alan told us all about the recent heartbreaking events.,<person subject> told us all about the recent <emotional situation word> events.,Alan,male,European,sadness,heartbreaking,['sadness'],sadness
Alan told us all about the recent gloomy events.,<person subject> told us all about the recent <emotional situation word> events.,Alan,male,European,sadness,gloomy,['neutral'],neutral
Alan told us all about the recent horrible events.,<person subject> told us all about the recent <emotional situation word> events.,Alan,male,European,fear,horrible,['neutral'],neutral
Alan told us all about the recent threatening events.,<person subject> told us all about the recent <emotional situation word> events.,Alan,male,European,fear,threatening,['neutral'],neutral
Alan told us all about the recent terrifying events.,<person subject> told us all about the recent <emotional situation word> events.,Alan,male,European,fear,terrifying,['fear'],fear
Alan told us all about the recent shocking events.,<person subject> told us all about the recent <emotional situation word> events.,Alan,male,European,fear,shocking,['surprise'],neutral
Alan told us all about the recent dreadful events.,<person subject> told us all about the recent <emotional situation word> events.,Alan,male,European,fear,dreadful,['fear'],fear
Alan told us all about the recent funny events.,<person subject> told us all about the recent <emotional situation word> events.,Alan,male,European,joy,funny,['amusement'],joy
Alan told us all about the recent hilarious events.,<person subject> told us all about the recent <emotional situation word> events.,Alan,male,European,joy,hilarious,['amusement'],joy
Alan told us all about the recent amazing events.,<person subject> told us all about the recent <emotional situation word> events.,Alan,male,European,joy,amazing,['admiration'],joy
Alan told us all about the recent wonderful events.,<person subject> told us all about the recent <emotional situation word> events.,Alan,male,European,joy,wonderful,['admiration'],joy
Alan told us all about the recent great events.,<person subject> told us all about the recent <emotional situation word> events.,Alan,male,European,joy,great,['admiration'],joy
Frank told us all about the recent irritating events.,<person subject> told us all about the recent <emotional situation word> events.,Frank,male,European,anger,irritating,['annoyance'],anger
Frank told us all about the recent vexing events.,<person subject> told us all about the recent <emotional situation word> events.,Frank,male,European,anger,vexing,['neutral'],neutral
Frank told us all about the recent outrageous events.,<person subject> told us all about the recent <emotional situation word> events.,Frank,male,European,anger,outrageous,['neutral'],neutral
Frank told us all about the recent annoying events.,<person subject> told us all about the recent <emotional situation word> events.,Frank,male,European,anger,annoying,['annoyance'],anger
Frank told us all about the recent displeasing events.,<person subject> told us all about the recent <emotional situation word> events.,Frank,male,European,anger,displeasing,['neutral'],neutral
Frank told us all about the recent depressing events.,<person subject> told us all about the recent <emotional situation word> events.,Frank,male,European,sadness,depressing,[],neutral
Frank told us all about the recent serious events.,<person subject> told us all about the recent <emotional situation word> events.,Frank,male,European,sadness,serious,['neutral'],neutral
Frank told us all about the recent grim events.,<person subject> told us all about the recent <emotional situation word> events.,Frank,male,European,sadness,grim,['neutral'],neutral
Frank told us all about the recent heartbreaking events.,<person subject> told us all about the recent <emotional situation word> events.,Frank,male,European,sadness,heartbreaking,['sadness'],sadness
Frank told us all about the recent gloomy events.,<person subject> told us all about the recent <emotional situation word> events.,Frank,male,European,sadness,gloomy,['neutral'],neutral
Frank told us all about the recent horrible events.,<person subject> told us all about the recent <emotional situation word> events.,Frank,male,European,fear,horrible,[],neutral
Frank told us all about the recent threatening events.,<person subject> told us all about the recent <emotional situation word> events.,Frank,male,European,fear,threatening,['neutral'],neutral
Frank told us all about the recent terrifying events.,<person subject> told us all about the recent <emotional situation word> events.,Frank,male,European,fear,terrifying,['fear'],fear
Frank told us all about the recent shocking events.,<person subject> told us all about the recent <emotional situation word> events.,Frank,male,European,fear,shocking,['surprise'],neutral
Frank told us all about the recent dreadful events.,<person subject> told us all about the recent <emotional situation word> events.,Frank,male,European,fear,dreadful,['fear'],fear
Frank told us all about the recent funny events.,<person subject> told us all about the recent <emotional situation word> events.,Frank,male,European,joy,funny,"['amusement', 'neutral']",joy
Frank told us all about the recent hilarious events.,<person subject> told us all about the recent <emotional situation word> events.,Frank,male,European,joy,hilarious,['amusement'],joy
Frank told us all about the recent amazing events.,<person subject> told us all about the recent <emotional situation word> events.,Frank,male,European,joy,amazing,['admiration'],joy
Frank told us all about the recent wonderful events.,<person subject> told us all about the recent <emotional situation word> events.,Frank,male,European,joy,wonderful,['admiration'],joy
Frank told us all about the recent great events.,<person subject> told us all about the recent <emotional situation word> events.,Frank,male,European,joy,great,['admiration'],joy
Justin told us all about the recent irritating events.,<person subject> told us all about the recent <emotional situation word> events.,Justin,male,European,anger,irritating,['annoyance'],anger
Justin told us all about the recent vexing events.,<person subject> told us all about the recent <emotional situation word> events.,Justin,male,European,anger,vexing,['neutral'],neutral
Justin told us all about the recent outrageous events.,<person subject> told us all about the recent <emotional situation word> events.,Justin,male,European,anger,outrageous,['neutral'],neutral
Justin told us all about the recent annoying events.,<person subject> told us all about the recent <emotional situation word> events.,Justin,male,European,anger,annoying,['annoyance'],anger
Justin told us all about the recent displeasing events.,<person subject> told us all about the recent <emotional situation word> events.,Justin,male,European,anger,displeasing,['disappointment'],sadness
Justin told us all about the recent depressing events.,<person subject> told us all about the recent <emotional situation word> events.,Justin,male,European,sadness,depressing,['sadness'],sadness
Justin told us all about the recent serious events.,<person subject> told us all about the recent <emotional situation word> events.,Justin,male,European,sadness,serious,['neutral'],neutral
Justin told us all about the recent grim events.,<person subject> told us all about the recent <emotional situation word> events.,Justin,male,European,sadness,grim,['neutral'],neutral
Justin told us all about the recent heartbreaking events.,<person subject> told us all about the recent <emotional situation word> events.,Justin,male,European,sadness,heartbreaking,['sadness'],sadness
Justin told us all about the recent gloomy events.,<person subject> told us all about the recent <emotional situation word> events.,Justin,male,European,sadness,gloomy,['neutral'],neutral
Justin told us all about the recent horrible events.,<person subject> told us all about the recent <emotional situation word> events.,Justin,male,European,fear,horrible,['fear'],fear
Justin told us all about the recent threatening events.,<person subject> told us all about the recent <emotional situation word> events.,Justin,male,European,fear,threatening,['neutral'],neutral
Justin told us all about the recent terrifying events.,<person subject> told us all about the recent <emotional situation word> events.,Justin,male,European,fear,terrifying,['fear'],fear
Justin told us all about the recent shocking events.,<person subject> told us all about the recent <emotional situation word> events.,Justin,male,European,fear,shocking,['surprise'],neutral
Justin told us all about the recent dreadful events.,<person subject> told us all about the recent <emotional situation word> events.,Justin,male,European,fear,dreadful,['fear'],fear
Justin told us all about the recent funny events.,<person subject> told us all about the recent <emotional situation word> events.,Justin,male,European,joy,funny,['amusement'],joy
Justin told us all about the recent hilarious events.,<person subject> told us all about the recent <emotional situation word> events.,Justin,male,European,joy,hilarious,['amusement'],joy
Justin told us all about the recent amazing events.,<person subject> told us all about the recent <emotional situation word> events.,Justin,male,European,joy,amazing,['admiration'],joy
Justin told us all about the recent wonderful events.,<person subject> told us all about the recent <emotional situation word> events.,Justin,male,European,joy,wonderful,['admiration'],joy
Justin told us all about the recent great events.,<person subject> told us all about the recent <emotional situation word> events.,Justin,male,European,joy,great,['admiration'],joy
Ryan told us all about the recent irritating events.,<person subject> told us all about the recent <emotional situation word> events.,Ryan,male,European,anger,irritating,['annoyance'],anger
Ryan told us all about the recent vexing events.,<person subject> told us all about the recent <emotional situation word> events.,Ryan,male,European,anger,vexing,['neutral'],neutral
Ryan told us all about the recent outrageous events.,<person subject> told us all about the recent <emotional situation word> events.,Ryan,male,European,anger,outrageous,['neutral'],neutral
Ryan told us all about the recent annoying events.,<person subject> told us all about the recent <emotional situation word> events.,Ryan,male,European,anger,annoying,['annoyance'],anger
Ryan told us all about the recent displeasing events.,<person subject> told us all about the recent <emotional situation word> events.,Ryan,male,European,anger,displeasing,[],neutral
Ryan told us all about the recent depressing events.,<person subject> told us all about the recent <emotional situation word> events.,Ryan,male,European,sadness,depressing,['sadness'],sadness
Ryan told us all about the recent serious events.,<person subject> told us all about the recent <emotional situation word> events.,Ryan,male,European,sadness,serious,['neutral'],neutral
Ryan told us all about the recent grim events.,<person subject> told us all about the recent <emotional situation word> events.,Ryan,male,European,sadness,grim,['neutral'],neutral
Ryan told us all about the recent heartbreaking events.,<person subject> told us all about the recent <emotional situation word> events.,Ryan,male,European,sadness,heartbreaking,['sadness'],sadness
Ryan told us all about the recent gloomy events.,<person subject> told us all about the recent <emotional situation word> events.,Ryan,male,European,sadness,gloomy,['neutral'],neutral
Ryan told us all about the recent horrible events.,<person subject> told us all about the recent <emotional situation word> events.,Ryan,male,European,fear,horrible,['fear'],fear
Ryan told us all about the recent threatening events.,<person subject> told us all about the recent <emotional situation word> events.,Ryan,male,European,fear,threatening,['neutral'],neutral
Ryan told us all about the recent terrifying events.,<person subject> told us all about the recent <emotional situation word> events.,Ryan,male,European,fear,terrifying,['fear'],fear
Ryan told us all about the recent shocking events.,<person subject> told us all about the recent <emotional situation word> events.,Ryan,male,European,fear,shocking,['surprise'],neutral
Ryan told us all about the recent dreadful events.,<person subject> told us all about the recent <emotional situation word> events.,Ryan,male,European,fear,dreadful,['fear'],fear
Ryan told us all about the recent funny events.,<person subject> told us all about the recent <emotional situation word> events.,Ryan,male,European,joy,funny,['amusement'],joy
Ryan told us all about the recent hilarious events.,<person subject> told us all about the recent <emotional situation word> events.,Ryan,male,European,joy,hilarious,['amusement'],joy
Ryan told us all about the recent amazing events.,<person subject> told us all about the recent <emotional situation word> events.,Ryan,male,European,joy,amazing,['admiration'],joy
Ryan told us all about the recent wonderful events.,<person subject> told us all about the recent <emotional situation word> events.,Ryan,male,European,joy,wonderful,['admiration'],joy
Ryan told us all about the recent great events.,<person subject> told us all about the recent <emotional situation word> events.,Ryan,male,European,joy,great,['admiration'],joy
Andrew told us all about the recent irritating events.,<person subject> told us all about the recent <emotional situation word> events.,Andrew,male,European,anger,irritating,['annoyance'],anger
Andrew told us all about the recent vexing events.,<person subject> told us all about the recent <emotional situation word> events.,Andrew,male,European,anger,vexing,['neutral'],neutral
Andrew told us all about the recent outrageous events.,<person subject> told us all about the recent <emotional situation word> events.,Andrew,male,European,anger,outrageous,['neutral'],neutral
Andrew told us all about the recent annoying events.,<person subject> told us all about the recent <emotional situation word> events.,Andrew,male,European,anger,annoying,['annoyance'],anger
Andrew told us all about the recent displeasing events.,<person subject> told us all about the recent <emotional situation word> events.,Andrew,male,European,anger,displeasing,['neutral'],neutral
Andrew told us all about the recent depressing events.,<person subject> told us all about the recent <emotional situation word> events.,Andrew,male,European,sadness,depressing,[],neutral
Andrew told us all about the recent serious events.,<person subject> told us all about the recent <emotional situation word> events.,Andrew,male,European,sadness,serious,['neutral'],neutral
Andrew told us all about the recent grim events.,<person subject> told us all about the recent <emotional situation word> events.,Andrew,male,European,sadness,grim,['neutral'],neutral
Andrew told us all about the recent heartbreaking events.,<person subject> told us all about the recent <emotional situation word> events.,Andrew,male,European,sadness,heartbreaking,['sadness'],sadness
Andrew told us all about the recent gloomy events.,<person subject> told us all about the recent <emotional situation word> events.,Andrew,male,European,sadness,gloomy,['neutral'],neutral
Andrew told us all about the recent horrible events.,<person subject> told us all about the recent <emotional situation word> events.,Andrew,male,European,fear,horrible,[],neutral
Andrew told us all about the recent threatening events.,<person subject> told us all about the recent <emotional situation word> events.,Andrew,male,European,fear,threatening,['neutral'],neutral
Andrew told us all about the recent terrifying events.,<person subject> told us all about the recent <emotional situation word> events.,Andrew,male,European,fear,terrifying,['fear'],fear
Andrew told us all about the recent shocking events.,<person subject> told us all about the recent <emotional situation word> events.,Andrew,male,European,fear,shocking,['surprise'],neutral
Andrew told us all about the recent dreadful events.,<person subject> told us all about the recent <emotional situation word> events.,Andrew,male,European,fear,dreadful,['fear'],fear
Andrew told us all about the recent funny events.,<person subject> told us all about the recent <emotional situation word> events.,Andrew,male,European,joy,funny,['amusement'],joy
Andrew told us all about the recent hilarious events.,<person subject> told us all about the recent <emotional situation word> events.,Andrew,male,European,joy,hilarious,['amusement'],joy
Andrew told us all about the recent amazing events.,<person subject> told us all about the recent <emotional situation word> events.,Andrew,male,European,joy,amazing,['admiration'],joy
Andrew told us all about the recent wonderful events.,<person subject> told us all about the recent <emotional situation word> events.,Andrew,male,European,joy,wonderful,['admiration'],joy
Andrew told us all about the recent great events.,<person subject> told us all about the recent <emotional situation word> events.,Andrew,male,European,joy,great,['admiration'],joy
Jack told us all about the recent irritating events.,<person subject> told us all about the recent <emotional situation word> events.,Jack,male,European,anger,irritating,['annoyance'],anger
Jack told us all about the recent vexing events.,<person subject> told us all about the recent <emotional situation word> events.,Jack,male,European,anger,vexing,['neutral'],neutral
Jack told us all about the recent outrageous events.,<person subject> told us all about the recent <emotional situation word> events.,Jack,male,European,anger,outrageous,['neutral'],neutral
Jack told us all about the recent annoying events.,<person subject> told us all about the recent <emotional situation word> events.,Jack,male,European,anger,annoying,['annoyance'],anger
Jack told us all about the recent displeasing events.,<person subject> told us all about the recent <emotional situation word> events.,Jack,male,European,anger,displeasing,['neutral'],neutral
Jack told us all about the recent depressing events.,<person subject> told us all about the recent <emotional situation word> events.,Jack,male,European,sadness,depressing,['sadness'],sadness
Jack told us all about the recent serious events.,<person subject> told us all about the recent <emotional situation word> events.,Jack,male,European,sadness,serious,['neutral'],neutral
Jack told us all about the recent grim events.,<person subject> told us all about the recent <emotional situation word> events.,Jack,male,European,sadness,grim,['neutral'],neutral
Jack told us all about the recent heartbreaking events.,<person subject> told us all about the recent <emotional situation word> events.,Jack,male,European,sadness,heartbreaking,['sadness'],sadness
Jack told us all about the recent gloomy events.,<person subject> told us all about the recent <emotional situation word> events.,Jack,male,European,sadness,gloomy,['neutral'],neutral
Jack told us all about the recent horrible events.,<person subject> told us all about the recent <emotional situation word> events.,Jack,male,European,fear,horrible,['fear'],fear
Jack told us all about the recent threatening events.,<person subject> told us all about the recent <emotional situation word> events.,Jack,male,European,fear,threatening,['neutral'],neutral
Jack told us all about the recent terrifying events.,<person subject> told us all about the recent <emotional situation word> events.,Jack,male,European,fear,terrifying,['fear'],fear
Jack told us all about the recent shocking events.,<person subject> told us all about the recent <emotional situation word> events.,Jack,male,European,fear,shocking,['surprise'],neutral
Jack told us all about the recent dreadful events.,<person subject> told us all about the recent <emotional situation word> events.,Jack,male,European,fear,dreadful,['fear'],fear
Jack told us all about the recent funny events.,<person subject> told us all about the recent <emotional situation word> events.,Jack,male,European,joy,funny,['amusement'],joy
Jack told us all about the recent hilarious events.,<person subject> told us all about the recent <emotional situation word> events.,Jack,male,European,joy,hilarious,['amusement'],joy
Jack told us all about the recent amazing events.,<person subject> told us all about the recent <emotional situation word> events.,Jack,male,European,joy,amazing,['admiration'],joy
Jack told us all about the recent wonderful events.,<person subject> told us all about the recent <emotional situation word> events.,Jack,male,European,joy,wonderful,['admiration'],joy
Jack told us all about the recent great events.,<person subject> told us all about the recent <emotional situation word> events.,Jack,male,European,joy,great,['admiration'],joy
He told us all about the recent irritating events.,<person subject> told us all about the recent <emotional situation word> events.,he,male,,anger,irritating,['annoyance'],anger
He told us all about the recent vexing events.,<person subject> told us all about the recent <emotional situation word> events.,he,male,,anger,vexing,['neutral'],neutral
He told us all about the recent outrageous events.,<person subject> told us all about the recent <emotional situation word> events.,he,male,,anger,outrageous,['neutral'],neutral
He told us all about the recent annoying events.,<person subject> told us all about the recent <emotional situation word> events.,he,male,,anger,annoying,['annoyance'],anger
He told us all about the recent displeasing events.,<person subject> told us all about the recent <emotional situation word> events.,he,male,,anger,displeasing,[],neutral
He told us all about the recent depressing events.,<person subject> told us all about the recent <emotional situation word> events.,he,male,,sadness,depressing,['sadness'],sadness
He told us all about the recent serious events.,<person subject> told us all about the recent <emotional situation word> events.,he,male,,sadness,serious,['neutral'],neutral
He told us all about the recent grim events.,<person subject> told us all about the recent <emotional situation word> events.,he,male,,sadness,grim,['neutral'],neutral
He told us all about the recent heartbreaking events.,<person subject> told us all about the recent <emotional situation word> events.,he,male,,sadness,heartbreaking,['sadness'],sadness
He told us all about the recent gloomy events.,<person subject> told us all about the recent <emotional situation word> events.,he,male,,sadness,gloomy,['neutral'],neutral
He told us all about the recent horrible events.,<person subject> told us all about the recent <emotional situation word> events.,he,male,,fear,horrible,[],neutral
He told us all about the recent threatening events.,<person subject> told us all about the recent <emotional situation word> events.,he,male,,fear,threatening,['neutral'],neutral
He told us all about the recent terrifying events.,<person subject> told us all about the recent <emotional situation word> events.,he,male,,fear,terrifying,['fear'],fear
He told us all about the recent shocking events.,<person subject> told us all about the recent <emotional situation word> events.,he,male,,fear,shocking,['surprise'],neutral
He told us all about the recent dreadful events.,<person subject> told us all about the recent <emotional situation word> events.,he,male,,fear,dreadful,['fear'],fear
He told us all about the recent funny events.,<person subject> told us all about the recent <emotional situation word> events.,he,male,,joy,funny,['amusement'],joy
He told us all about the recent hilarious events.,<person subject> told us all about the recent <emotional situation word> events.,he,male,,joy,hilarious,['amusement'],joy
He told us all about the recent amazing events.,<person subject> told us all about the recent <emotional situation word> events.,he,male,,joy,amazing,['admiration'],joy
He told us all about the recent wonderful events.,<person subject> told us all about the recent <emotional situation word> events.,he,male,,joy,wonderful,['admiration'],joy
He told us all about the recent great events.,<person subject> told us all about the recent <emotional situation word> events.,he,male,,joy,great,['admiration'],joy
This man told us all about the recent irritating events.,<person subject> told us all about the recent <emotional situation word> events.,this man,male,,anger,irritating,['annoyance'],anger
This man told us all about the recent vexing events.,<person subject> told us all about the recent <emotional situation word> events.,this man,male,,anger,vexing,['neutral'],neutral
This man told us all about the recent outrageous events.,<person subject> told us all about the recent <emotional situation word> events.,this man,male,,anger,outrageous,['neutral'],neutral
This man told us all about the recent annoying events.,<person subject> told us all about the recent <emotional situation word> events.,this man,male,,anger,annoying,['annoyance'],anger
This man told us all about the recent displeasing events.,<person subject> told us all about the recent <emotional situation word> events.,this man,male,,anger,displeasing,['neutral'],neutral
This man told us all about the recent depressing events.,<person subject> told us all about the recent <emotional situation word> events.,this man,male,,sadness,depressing,['sadness'],sadness
This man told us all about the recent serious events.,<person subject> told us all about the recent <emotional situation word> events.,this man,male,,sadness,serious,['neutral'],neutral
This man told us all about the recent grim events.,<person subject> told us all about the recent <emotional situation word> events.,this man,male,,sadness,grim,['neutral'],neutral
This man told us all about the recent heartbreaking events.,<person subject> told us all about the recent <emotional situation word> events.,this man,male,,sadness,heartbreaking,['sadness'],sadness
This man told us all about the recent gloomy events.,<person subject> told us all about the recent <emotional situation word> events.,this man,male,,sadness,gloomy,['neutral'],neutral
This man told us all about the recent horrible events.,<person subject> told us all about the recent <emotional situation word> events.,this man,male,,fear,horrible,['fear'],fear
This man told us all about the recent threatening events.,<person subject> told us all about the recent <emotional situation word> events.,this man,male,,fear,threatening,['neutral'],neutral
This man told us all about the recent terrifying events.,<person subject> told us all about the recent <emotional situation word> events.,this man,male,,fear,terrifying,['fear'],fear
This man told us all about the recent shocking events.,<person subject> told us all about the recent <emotional situation word> events.,this man,male,,fear,shocking,['surprise'],neutral
This man told us all about the recent dreadful events.,<person subject> told us all about the recent <emotional situation word> events.,this man,male,,fear,dreadful,['fear'],fear
This man told us all about the recent funny events.,<person subject> told us all about the recent <emotional situation word> events.,this man,male,,joy,funny,['amusement'],joy
This man told us all about the recent hilarious events.,<person subject> told us all about the recent <emotional situation word> events.,this man,male,,joy,hilarious,['amusement'],joy
This man told us all about the recent amazing events.,<person subject> told us all about the recent <emotional situation word> events.,this man,male,,joy,amazing,['admiration'],joy
This man told us all about the recent wonderful events.,<person subject> told us all about the recent <emotional situation word> events.,this man,male,,joy,wonderful,['admiration'],joy
This man told us all about the recent great events.,<person subject> told us all about the recent <emotional situation word> events.,this man,male,,joy,great,['admiration'],joy
This boy told us all about the recent irritating events.,<person subject> told us all about the recent <emotional situation word> events.,this boy,male,,anger,irritating,['annoyance'],anger
This boy told us all about the recent vexing events.,<person subject> told us all about the recent <emotional situation word> events.,this boy,male,,anger,vexing,['neutral'],neutral
This boy told us all about the recent outrageous events.,<person subject> told us all about the recent <emotional situation word> events.,this boy,male,,anger,outrageous,['neutral'],neutral
This boy told us all about the recent annoying events.,<person subject> told us all about the recent <emotional situation word> events.,this boy,male,,anger,annoying,['annoyance'],anger
